Matricula,CPF,Nome,Nota,Idade,Curso,Cidade
A0005744,410.176.510-35,Patrícia Campos,31.42,23,Medicina,Curitiba
A0005745,242.833.852-80,Christian Coelho,67.11,27,Computação,Brasília
A0005746,601.385.318-54,Frederico Pinheiro,85.23,23,Biologia,Rio de Janeiro
A0005747,715.928.037-76,Guilherme Portela,77.27,17,Administração,Brasília
A0005748,432.741.893-59,Douglas Jesus,5.53,27,Arquitetura,Curitiba
A0005749,205.350.275-40,William Costa,11.88,28,Administração,Recife
A0005750,587.860.380-28,André Dutra,43.64,21,Direito,Manaus
A0005751,530.442.215-52,Isaque Machado,49.22,20,Arquitetura,Rio de Janeiro
A0005752,638.341.911-08,Rafael Rocha,79.19,25,Direito,Recife
A0005753,260.154.492-92,Marcelo Costa,76.12,17,Engenharia,Belo Horizonte
A0005754,258.246.652-22,Fernanda Branco,14.1,28,Psicologia,Brasília
A0005755,763.222.639-78,Maria Chagas,6.16,24,Computação,Brasília
A0005756,243.738.898-21,Beatriz Henriques,80.47,28,Administração,São Paulo
A0005757,325.659.195-73,Roberta Vieira,95.61,25,Administração,Belo Horizonte
A0005758,742.344.712-91,Erick Alves,53.28,26,Biologia,São Paulo
A0005759,954.083.083-40,Renata Lopes,19.77,20,Medicina,Porto Alegre
A0005760,837.170.049-05,Gabriel Maia,29.55,17,Administração,Porto Alegre
A0005761,968.288.031-91,Paula Mendes,34.75,24,Administração,Brasília
A0005762,934.262.329-87,Flávia Ribeiro,91.12,28,Arquitetura,Recife
A0005763,915.049.226-89,William Dutra,88.47,26,Engenharia,Belo Horizonte
A0005764,549.441.167-21,Alan Melo,80.72,17,Arquitetura,Salvador
A0005765,027.582.804-26,William Aguiar,15.61,19,Administração,Belo Horizonte
A0005766,859.502.279-80,Renan Rocha,68.11,17,Biologia,Manaus
A0005767,340.587.781-48,Abner Azevedo,91.65,22,Engenharia,Porto Alegre
A0005768,657.608.325-49,Estevão Neves,13.02,29,Biologia,Recife
A0005769,117.857.555-10,Marcela Gaspar,66.97,25,Medicina,Brasília
A0005770,869.190.429-16,Maria Cardoso,41.43,17,Engenharia,Recife
A0005771,896.743.725-04,Jackson Oliveira,78.96,30,Arquitetura,Belo Horizonte
A0005772,041.993.531-27,Emerson Farias,43.44,21,Arquitetura,Curitiba
A0005773,994.164.186-25,Stephanie Maia,16.16,28,Direito,Salvador
A0005774,070.762.568-86,Matheus Silva,32.36,17,Engenharia,Recife
A0005775,885.381.317-29,Wagner Teixeira,81.4,22,Administração,Porto Alegre
A0005776,364.921.537-31,Estevão Gonçalves,51.14,29,Computação,Recife
A0005777,603.915.019-09,Fernando Aguiar,41.65,19,Computação,Recife
A0005778,402.269.398-39,Igor Novaes,7.75,30,Arquitetura,Belo Horizonte
A0005779,269.517.857-32,Manuela Oliveira,34.26,24,Psicologia,Manaus
A0005780,784.148.938-21,Antonio Figueira,80.55,20,Biologia,São Paulo
A0005781,246.233.658-32,Thiago Carvalho,77.91,30,Medicina,Belo Horizonte
A0005782,171.556.190-27,Henrique Gaspar,87.29,25,Medicina,Rio de Janeiro
A0005783,075.991.500-80,Lucas Magalhães,83.95,20,Direito,Salvador
A0005784,477.899.544-90,Wallace Bastos,49.16,21,Medicina,São Paulo
A0005785,626.675.511-41,Carolina Cardoso,40.28,26,Medicina,Belo Horizonte
A0005786,813.321.226-04,Beatriz Teixeira,53.01,26,Computação,Salvador
A0005787,465.231.560-01,Gustavo Medeiros,35.17,23,Administração,Belo Horizonte
A0005788,034.235.393-48,Caio Miranda,69.5,23,Direito,Belo Horizonte
A0005789,178.262.251-91,Daniela Saraiva,74.57,18,Psicologia,Brasília
A0005790,472.590.178-48,Thiago Nogueira,28.58,28,Medicina,Recife
A0005791,525.715.014-02,Patrícia Nogueira,22.57,25,Administração,São Paulo
A0005792,051.100.823-67,Clara Reis,4.52,19,Direito,Brasília
A0005793,884.038.723-48,Wallace Ramos,32.43,26,Arquitetura,Manaus
A0005794,435.962.569-33,Tatiane Bastos,19.17,28,Administração,São Paulo
A0005795,173.094.781-69,Michele Jesus,34.97,24,Arquitetura,Curitiba
A0005796,276.834.885-69,Thiago Antunes,44.45,21,Arquitetura,Manaus
A0005797,325.386.237-23,Paulo Borges,72.14,23,Psicologia,Curitiba
A0005798,804.528.997-02,Ana Castro,86.51,23,Administração,Manaus
A0005799,596.776.916-19,Marina Antunes,74.64,23,Direito,Salvador
A0005800,597.882.888-12,Manuela Padilha,97.3,20,Medicina,Manaus
A0005801,158.444.423-18,Fernando Lima,3.4,22,Computação,Recife
A0005802,852.237.002-87,Luiz Lima,43.86,20,Psicologia,Brasília
A0005803,985.720.747-24,Talita Gomes,96.66,28,Medicina,Curitiba
A0005804,140.351.726-69,Letícia Dutra,81.3,20,Engenharia,Brasília
A0005805,589.382.532-28,Natália Costa,87.63,24,Direito,Rio de Janeiro
A0005806,037.839.034-16,Tatiane Pereira,31.07,18,Medicina,São Paulo
A0005807,477.060.048-80,Renata Magalhães,71.36,17,Computação,Manaus
A0005808,479.765.845-29,Daniela Ramos,21.84,23,Arquitetura,Curitiba
A0005809,610.514.192-04,Pedro Medeiros,21.1,21,Direito,Rio de Janeiro
A0005810,481.872.456-46,Michael Cardoso,54.61,29,Psicologia,São Paulo
A0005811,723.359.142-35,Caio Saraiva,42.86,20,Administração,Rio de Janeiro
A0005812,063.926.275-96,Jackson Gomes,83.86,30,Direito,Manaus
A0005813,802.520.557-64,Eliane Valente,23.5,23,Administração,São Paulo
A0005814,857.586.424-60,Renata Carvalho,45.99,26,Engenharia,Brasília
A0005815,527.329.059-76,Caio Pereira,74.75,30,Psicologia,Manaus
A0005816,592.475.900-86,Lucas Costa,92.53,21,Arquitetura,Belo Horizonte
A0005817,981.975.935-82,Cátia Padilha,84.26,24,Computação,Manaus
A0005818,250.762.798-09,Erick Neves,29.93,19,Arquitetura,Curitiba
A0005819,387.816.499-83,Renan Miranda,86.91,26,Arquitetura,Rio de Janeiro
A0005820,446.880.710-51,Igor Fonseca,83.63,24,Direito,Curitiba
A0005821,824.551.032-77,Leonardo Bastos,83.97,23,Computação,Curitiba
A0005822,794.254.381-10,Clara Antunes,61.97,30,Administração,Porto Alegre
A0005823,532.509.639-76,Sandra Cavalcante,13.79,17,Arquitetura,Rio de Janeiro
A0005824,472.486.691-80,Evandro Tavares,54.29,27,Engenharia,Belo Horizonte
A0005825,721.951.724-60,Abner Antunes,93.49,25,Engenharia,Recife
A0005826,682.850.060-18,Stephanie Cardoso,52.66,23,Medicina,São Paulo
A0005827,250.229.258-18,Priscila Dias,35.78,24,Arquitetura,Brasília
A0005828,563.434.898-60,Caio Ferreira,93.38,24,Arquitetura,Curitiba
A0005829,081.426.665-70,Antonio Alves,43.3,17,Engenharia,São Paulo
A0005830,805.335.992-29,Nathan Miranda,55.14,18,Biologia,Belo Horizonte
A0005831,972.633.295-81,Roberto Antunes,72.61,27,Engenharia,Brasília
A0005832,436.919.681-71,Nicole Coelho,46.75,23,Direito,São Paulo
A0005833,879.006.454-20,Maurício Guimarães,60.37,23,Administração,Rio de Janeiro
A0005834,501.753.841-00,Leonardo Souza,26.44,27,Psicologia,São Paulo
A0005835,422.438.893-66,Gabriela Melo,65.98,18,Engenharia,Porto Alegre
A0005836,056.057.044-94,Alex Farias,61.61,28,Engenharia,São Paulo
A0005837,171.472.645-25,Fernanda Monteiro,78.94,18,Administração,São Paulo
A0005838,335.046.732-65,Felipe Correia,45.3,22,Arquitetura,Salvador
A0005839,398.589.256-38,Erick Lopes,51.3,23,Administração,Belo Horizonte
A0005840,886.199.548-90,Paulo Gomes,25.65,23,Direito,Curitiba
A0005841,679.302.460-43,Cristiane Melo,73.47,18,Medicina,Rio de Janeiro
A0005842,303.460.250-28,Emerson Novaes,13.96,19,Psicologia,Manaus
A0005843,594.118.018-70,Alan Barbosa,39.15,29,Medicina,Brasília
A0005844,862.010.155-23,João Miranda,33.42,26,Biologia,São Paulo
A0005845,750.232.860-29,Estevão Figueira,8.95,22,Arquitetura,Rio de Janeiro
A0005846,495.060.958-09,Camila Campos,21.0,29,Biologia,Salvador
A0005847,184.818.571-57,Joana Tavares,19.68,17,Engenharia,Belo Horizonte
A0005848,945.357.928-95,Levi Garcia,40.68,18,Computação,Porto Alegre
A0005849,359.212.568-03,Sandra Novaes,10.18,29,Engenharia,Manaus
A0005850,490.814.081-27,Fernando Guimarães,18.41,24,Administração,Rio de Janeiro
A0005851,195.427.274-02,Tatiane Albuquerque,18.44,28,Direito,Brasília
A0005852,780.638.269-06,Tatiane Farias,43.72,29,Biologia,São Paulo
A0005853,298.108.510-73,Leonardo Padilha,33.09,24,Arquitetura,Salvador
A0005854,222.384.499-57,Emerson Pinheiro,39.05,20,Computação,Recife
A0005855,290.677.966-03,Erick Sampaio,78.16,25,Psicologia,Rio de Janeiro
A0005856,186.307.945-93,Eduardo Cardoso,55.59,17,Medicina,Brasília
A0005857,178.885.924-30,Nathan Castro,40.14,26,Biologia,Belo Horizonte
A0005858,034.982.242-55,Francisco Maia,80.17,22,Medicina,Belo Horizonte
A0005859,597.002.900-93,Samuel Branco,67.41,20,Administração,Porto Alegre
A0005860,582.886.087-95,Talita Cunha,71.86,21,Biologia,Recife
A0005861,833.274.297-82,William Gonçalves,8.87,17,Psicologia,Recife
A0005862,896.533.574-41,Pedro Conceição,19.42,23,Administração,Brasília
A0005863,497.141.581-50,Leonardo Gonçalves,22.44,30,Administração,Salvador
A0005864,268.196.640-01,Isaque Batista,87.45,20,Arquitetura,Porto Alegre
A0005865,931.219.758-46,Patrícia Soares,66.77,28,Arquitetura,Curitiba
A0005866,141.767.785-63,Isabela Xavier,44.18,30,Engenharia,Brasília
A0005867,575.827.581-61,Carla Vasconcelos,62.03,24,Computação,Brasília
A0005868,660.437.342-81,Daniela Gomes,13.3,24,Computação,Belo Horizonte
A0005869,510.692.653-06,Guilherme Araújo,35.11,23,Computação,São Paulo
A0005870,269.546.324-30,Priscila Albuquerque,50.52,25,Arquitetura,Rio de Janeiro
A0005871,570.318.019-82,Michael Vasconcelos,40.69,19,Medicina,Belo Horizonte
A0005872,749.731.890-06,Christian Cunha,39.39,29,Arquitetura,Curitiba
A0005873,771.211.098-08,Henrique Queiroz,89.07,30,Biologia,Belo Horizonte
A0005874,898.158.255-69,Samuel Cruz,7.53,26,Administração,Curitiba
A0005875,011.144.624-46,Hugo Almeida,54.41,27,Direito,Curitiba
A0005876,609.282.513-90,Nicole Farias,53.53,30,Computação,São Paulo
A0005877,131.346.673-55,Cássio Duarte,67.42,18,Biologia,Belo Horizonte
A0005878,174.553.687-63,Alex Vasconcelos,41.76,22,Biologia,São Paulo
A0005879,379.548.850-89,Murilo Borges,52.78,19,Arquitetura,Recife
A0005880,972.556.512-67,Emerson Assis,78.91,19,Psicologia,Manaus
A0005881,165.665.175-02,Simone Gaspar,47.07,17,Arquitetura,Recife
A0005882,241.053.909-29,Daniela Andrade,1.76,24,Medicina,São Paulo
A0005883,747.790.722-55,Paula Vasconcelos,52.75,22,Biologia,Belo Horizonte
A0005884,818.000.662-01,Clara Araújo,45.58,18,Arquitetura,São Paulo
A0005885,473.334.832-07,Thiago Farias,42.25,19,Computação,São Paulo
A0005886,500.418.198-53,Sofia Magalhães,27.24,25,Direito,Brasília
A0005887,990.282.362-95,Cássio Melo,84.9,22,Computação,Porto Alegre
A0005888,653.439.880-08,Caio Mendes,21.86,17,Medicina,Porto Alegre
A0005889,849.213.695-26,Daniel Almeida,15.42,17,Medicina,Manaus
A0005890,265.665.008-98,Ingrid Fonseca,51.97,21,Direito,Rio de Janeiro
A0005891,405.464.720-01,Davi Pereira,70.9,30,Engenharia,Brasília
A0005892,138.387.226-04,Tatiane Alves,24.88,18,Direito,Recife
A0005893,395.449.069-24,Cláudio Portela,96.52,25,Computação,Rio de Janeiro
A0005894,320.607.407-03,Isaque Figueiredo,15.0,17,Arquitetura,Salvador
A0005895,494.984.200-50,Tatiane Gomes,17.68,21,Medicina,Manaus
A0005896,273.916.876-42,Lucas Morais,6.21,23,Psicologia,Curitiba
A0005897,314.774.250-47,Julio Pimentel,35.57,28,Computação,Rio de Janeiro
A0005898,482.118.741-80,Bruno Miranda,30.89,24,Computação,Porto Alegre
A0005899,846.042.734-05,André Coelho,11.12,22,Computação,São Paulo
A0005900,607.793.111-08,Juliana Medeiros,64.12,27,Psicologia,Manaus
A0005901,588.079.417-24,Eduardo Figueira,6.99,19,Administração,Salvador
A0005902,982.639.911-61,Erick Cruz,58.35,24,Administração,Belo Horizonte
A0005903,654.125.489-38,Paula Portela,49.59,22,Biologia,Salvador
A0005904,646.772.351-12,Paula Almeida,76.13,23,Biologia,Manaus
A0005905,315.858.824-29,Camila Borges,12.24,19,Biologia,Porto Alegre
A0005906,449.480.712-50,Matheus Magalhães,88.14,21,Medicina,Curitiba
A0005907,381.623.140-32,Enzo Albuquerque,17.97,21,Administração,Recife
A0005908,994.584.821-60,Vinícius Portela,64.1,26,Arquitetura,Recife
A0005909,688.145.247-00,Hugo Chagas,18.27,17,Engenharia,Curitiba
A0005910,998.980.419-27,Joana Rocha,3.39,23,Medicina,Brasília
A0005911,727.265.950-57,Adriel Santos,45.31,17,Arquitetura,Rio de Janeiro
A0005912,609.257.160-90,Jackson Duarte,64.43,28,Medicina,Belo Horizonte
A0005913,014.619.711-95,Giselle Mendes,49.14,23,Computação,Rio de Janeiro
A0005914,497.323.149-58,Jéssica Lima,13.65,25,Computação,Rio de Janeiro
A0005915,545.145.295-40,Simone Nascimento,96.88,20,Medicina,Manaus
A0005916,417.181.298-40,Letícia Teixeira,13.79,29,Biologia,Porto Alegre
A0005917,183.904.439-02,Clara Carneiro,73.4,22,Computação,Recife
A0005918,883.875.764-09,Sandra Queiroz,21.79,26,Computação,São Paulo
A0005919,512.305.525-88,Felipe Queiroz,86.6,26,Direito,Belo Horizonte
A0005920,531.832.389-85,Maria Dias,53.26,23,Medicina,Recife
A0005921,945.914.280-01,Michele Coelho,22.64,18,Direito,São Paulo
A0005922,005.300.555-46,Marcos Conceição,56.98,21,Arquitetura,Porto Alegre
A0005923,183.923.593-48,Natália Pinheiro,94.87,25,Engenharia,Brasília
A0005924,530.165.866-22,Roberto Coelho,22.97,21,Biologia,Recife
A0005925,811.235.609-27,Rodrigo Pimentel,30.12,29,Administração,Rio de Janeiro
A0005926,385.062.433-19,Sofia Soares,17.17,27,Arquitetura,Salvador
A0005927,663.308.848-54,Isaque Sampaio,77.41,20,Medicina,Recife
A0005928,772.007.437-80,Hélio Dutra,14.04,21,Medicina,Belo Horizonte
A0005929,750.314.416-58,Jorge Cardoso,50.47,26,Arquitetura,Belo Horizonte
A0005930,590.893.684-77,Thiago Portela,76.21,26,Psicologia,Recife
A0005931,290.027.952-62,Débora Cardoso,33.85,24,Computação,Salvador
A0005932,186.294.059-29,Murilo Melo,41.44,28,Biologia,São Paulo
A0005933,765.250.744-87,Frederico Medeiros,68.16,27,Computação,Recife
A0005934,610.922.179-16,Stephanie Correia,47.33,20,Biologia,São Paulo
A0005935,421.833.186-35,Igor Magalhães,55.41,20,Engenharia,Porto Alegre
A0005936,862.097.262-67,Enzo Albuquerque,99.72,24,Arquitetura,Porto Alegre
A0005937,106.637.969-62,Francisco Ramos,31.65,24,Direito,Rio de Janeiro
A0005938,689.368.922-58,Letícia Gomes,28.88,19,Direito,Brasília
A0005939,566.626.417-66,Isabela Sampaio,98.23,30,Medicina,Salvador
A0005940,907.418.318-21,Douglas Costa,30.31,17,Arquitetura,Recife
A0005941,563.227.651-16,Leonardo Carneiro,13.6,30,Arquitetura,Curitiba
A0005942,372.715.886-71,Julio Lima,13.73,19,Arquitetura,Belo Horizonte
A0005943,484.048.921-13,André Machado,49.54,18,Arquitetura,Salvador
A0005944,942.912.468-46,Yuri Aguiar,74.44,24,Medicina,Manaus
A0005945,320.414.449-67,Clara Cunha,13.03,22,Administração,São Paulo
A0005946,130.725.160-90,André Fonseca,41.33,25,Biologia,Porto Alegre
A0005947,474.397.658-85,Isabela Azevedo,51.01,24,Medicina,São Paulo
A0005948,739.301.227-82,José Ramos,80.17,19,Medicina,Rio de Janeiro
A0005949,507.723.401-96,Michele Mendes,44.4,29,Engenharia,Belo Horizonte
A0005950,505.017.283-76,Gabriel Castro,83.17,26,Arquitetura,Recife
A0005951,654.725.041-55,Renan Machado,47.66,19,Arquitetura,Rio de Janeiro
A0005952,610.715.972-05,Felipe Rodrigues,44.07,17,Arquitetura,Belo Horizonte
A0005953,843.620.729-77,Daniel Mendes,19.26,26,Psicologia,Porto Alegre
A0005954,694.239.178-60,Jorge Pimentel,11.71,28,Medicina,Salvador
A0005955,867.733.999-04,Enzo Aguiar,63.61,30,Psicologia,Rio de Janeiro
A0005956,182.746.722-32,Daniel Araújo,25.66,20,Computação,Rio de Janeiro
A0005957,961.657.378-03,Eduarda Barros,70.24,27,Medicina,São Paulo
A0005958,339.246.965-35,Renan Garcia,98.61,28,Biologia,Rio de Janeiro
A0005959,181.093.230-06,Davi Medeiros,47.56,17,Psicologia,Porto Alegre
A0005960,678.827.640-43,Luiz Gonçalves,40.87,28,Arquitetura,São Paulo
A0005961,837.627.096-61,Hugo Maciel,87.11,26,Computação,Recife
A0005962,142.131.713-37,Renata Cruz,15.57,24,Psicologia,Brasília
A0005963,329.392.303-82,Camila Costa,82.24,25,Administração,São Paulo
A0005964,171.258.100-71,Gustavo Jesus,26.76,19,Administração,Belo Horizonte
A0005965,783.591.964-86,Michael Bastos,24.77,20,Engenharia,Belo Horizonte
A0005966,292.068.155-98,Débora Farias,62.46,29,Medicina,Recife
A0005967,299.106.722-51,Arthur Borges,8.29,29,Direito,Rio de Janeiro
A0005968,809.583.220-07,Yasmin Ferreira,35.85,23,Psicologia,Recife
A0005969,259.520.776-84,Lucas Ferraz,41.06,17,Direito,Salvador
A0005970,893.473.357-89,Talita Barros,63.25,17,Direito,Belo Horizonte
A0005971,034.666.612-00,Paulo Bastos,30.23,19,Administração,Curitiba
A0005972,231.255.140-37,Giselle Pinheiro,17.97,22,Biologia,Belo Horizonte
A0005973,266.889.721-15,Michael Almeida,14.88,20,Psicologia,Recife
A0005974,675.958.979-39,Frederico Pacheco,13.97,29,Engenharia,São Paulo
A0005975,719.883.708-50,Samuel Garcia,5.08,27,Engenharia,Porto Alegre
A0005976,893.471.737-89,Murilo Pinheiro,39.38,18,Engenharia,Manaus
A0005977,365.197.563-00,Eduardo Pimentel,38.77,17,Arquitetura,Manaus
A0005978,006.721.114-38,Jorge Aguiar,95.97,29,Medicina,Recife
A0005979,322.463.573-81,Vanessa Oliveira,81.9,25,Biologia,Belo Horizonte
A0005980,185.636.668-51,Rodrigo Borges,80.26,20,Biologia,Curitiba
A0005981,134.596.915-57,Isabela Teixeira,3.92,22,Computação,Porto Alegre
A0005982,845.052.722-81,Levi Souza,72.25,17,Medicina,Porto Alegre
A0005983,583.716.186-46,Beatriz Barros,20.24,30,Medicina,Rio de Janeiro
A0005984,170.951.325-00,Karen Dias,37.93,26,Administração,Recife
A0005985,661.481.116-91,William Cunha,88.04,23,Administração,Rio de Janeiro
A0005986,569.759.289-24,Guilherme Carvalho,43.95,24,Engenharia,São Paulo
A0005987,215.242.429-85,Leonardo Branco,31.74,23,Computação,Manaus
A0005988,652.813.647-58,Caio Padilha,87.16,28,Medicina,Manaus
A0005989,230.294.162-40,Michael Padilha,69.6,21,Direito,Porto Alegre
A0005990,099.212.612-66,Evandro Araújo,10.81,17,Medicina,Brasília
A0005991,184.470.992-29,Hélio Azevedo,32.93,20,Engenharia,Brasília
A0005992,321.660.454-30,Renan Carvalho,76.04,21,Medicina,Porto Alegre
A0005993,955.422.300-59,Wallace Batista,45.75,30,Administração,Curitiba
A0005994,906.772.007-06,Alexandre Teixeira,47.16,21,Engenharia,Rio de Janeiro
A0005995,569.597.002-48,Clara Pereira,76.36,22,Biologia,Rio de Janeiro
A0005996,699.560.166-16,Marina Maia,71.88,26,Biologia,São Paulo
A0005997,205.944.539-68,Gabriela Reis,59.49,27,Computação,São Paulo
A0005998,756.440.348-95,Eduarda Coelho,81.42,26,Computação,Curitiba
A0005999,841.530.134-04,Cássio Chagas,2.92,21,Arquitetura,Recife
A0006000,468.820.030-76,Karen Antunes,76.77,27,Biologia,Porto Alegre
A0006001,052.492.456-25,Sofia Rocha,16.67,20,Arquitetura,Salvador
A0006002,073.973.605-13,Gabriel Henriques,2.8,30,Computação,Recife
A0006003,165.850.199-38,Eliane Moura,6.05,25,Engenharia,Salvador
A0006004,454.954.742-10,Rafael Freitas,28.83,21,Biologia,Manaus
A0006005,005.422.073-46,Leonardo Carvalho,55.05,21,Engenharia,Porto Alegre
A0006006,236.090.602-04,Diego Rocha,57.6,22,Arquitetura,Brasília
A0006007,610.454.289-14,Carla Magalhães,6.97,26,Engenharia,Recife
A0006008,590.603.770-52,Julio Dutra,58.21,21,Arquitetura,Belo Horizonte
A0006009,416.703.814-55,Larissa Jesus,23.38,27,Engenharia,Curitiba
A0006010,609.653.091-50,Yuri Ribeiro,62.26,18,Biologia,Rio de Janeiro
A0006011,748.041.041-78,Paulo Oliveira,63.86,18,Administração,Rio de Janeiro
A0006012,371.993.175-73,Jackson Portela,35.62,24,Direito,Rio de Janeiro
A0006013,973.013.661-08,Sandra Vasconcelos,18.67,30,Computação,Salvador
A0006014,621.293.428-25,Bruno Moreira,3.68,20,Direito,Manaus
A0006015,602.692.948-72,Wagner Neves,28.57,30,Direito,Salvador
A0006016,924.271.894-72,Débora Souza,20.36,30,Computação,Curitiba
A0006017,736.401.653-81,Letícia Antunes,20.98,19,Computação,Brasília
A0006018,329.959.180-09,Talita Correia,92.28,27,Computação,Rio de Janeiro
A0006019,507.899.808-00,Roberta Torres,47.7,21,Administração,Curitiba
A0006020,415.561.804-46,Antonio Neves,2.45,22,Medicina,Curitiba
A0006021,721.308.741-00,Antonio Gaspar,26.79,18,Arquitetura,Rio de Janeiro
A0006022,493.235.851-22,Bruna Rodrigues,58.92,18,Medicina,Recife
A0006023,331.165.994-59,Lucas Novaes,70.0,25,Engenharia,Brasília
A0006024,922.024.860-38,Caio Mendes,18.35,27,Direito,Belo Horizonte
A0006025,852.009.040-05,Raquel Guimarães,30.24,26,Engenharia,Brasília
A0006026,592.187.292-09,Marina Pereira,92.42,29,Engenharia,Curitiba
A0006027,815.875.672-70,Gustavo Assis,65.89,26,Arquitetura,Curitiba
A0006028,147.635.034-56,Alexandre Nascimento,71.99,26,Administração,Recife
A0006029,694.550.529-46,Jorge Ferreira,38.78,28,Medicina,São Paulo
A0006030,733.731.016-11,Amanda Araújo,88.95,30,Administração,Porto Alegre
A0006031,973.122.084-44,Ingrid Batista,54.04,22,Biologia,São Paulo
A0006032,854.124.370-28,Patrícia Rocha,33.41,19,Arquitetura,Belo Horizonte
A0006033,594.077.134-31,Caio Barbosa,43.81,22,Biologia,Curitiba
A0006034,989.614.140-11,Wagner Carvalho,60.2,26,Arquitetura,Manaus
